"Bacteria;Abditibacteriota;Abditibacteria","Bacteria;Acidobacteriota;Acidobacteriae","Bacteria;Acidobacteriota;Blastocatellia","Bacteria;Acidobacteriota;Holophagae","Bacteria;Acidobacteriota;Subgroup 11","Bacteria;Acidobacteriota;Subgroup 22","Bacteria;Acidobacteriota;Subgroup 5","Bacteria;Acidobacteriota;Thermoanaerobaculia","Bacteria;Acidobacteriota;Vicinamibacteria","Bacteria;Actinobacteriota;Acidimicrobiia","Bacteria;Actinobacteriota;Actinobacteria","Bacteria;Actinobacteriota;Coriobacteriia","Bacteria;Actinobacteriota;MB-A2-108","Bacteria;Actinobacteriota;Rubrobacteria","Bacteria;Actinobacteriota;Thermoleophilia","Bacteria;Armatimonadota;Armatimonadia","Bacteria;Armatimonadota;Fimbriimonadia","Bacteria;Armatimonadota;uncultured","Bacteria;Bacteroidota;Bacteroidia","Bacteria;Bacteroidota;Kapabacteria","Bacteria;Bacteroidota;SJA-28","Bacteria;Bdellovibrionota;Bdellovibrionia","Bacteria;Bdellovibrionota;Oligoflexia","Bacteria;Chloroflexi;AD3","Bacteria;Chloroflexi;Anaerolineae","Bacteria;Chloroflexi;Chloroflexia","Bacteria;Chloroflexi;Dehalococcoidia","Bacteria;Chloroflexi;JG30-KF-CM66","Bacteria;Chloroflexi;KD4-96","Bacteria;Chloroflexi;Ktedonobacteria","Bacteria;Chloroflexi;NA","Bacteria;Chloroflexi;TK10","Bacteria;Cyanobacteria;Sericytochromatia","Bacteria;Deinococcota;Deinococci","Bacteria;Dependentiae;Babeliae","Bacteria;Desulfobacterota;Desulfovibrionia","Bacteria;Desulfobacterota;Desulfuromonadia","Bacteria;Desulfobacterota;Syntrophobacteria","Bacteria;Desulfobacterota;uncultured","Bacteria;Elusimicrobiota;Elusimicrobia","Bacteria;Elusimicrobiota;Lineage IIa","Bacteria;Elusimicrobiota;Lineage IIb","Bacteria;Entotheonellaeota;Entotheonellia","Bacteria;FCPU426;NA","Bacteria;Fibrobacterota;Fibrobacteria","Bacteria;Firmicutes;Bacilli","Bacteria;Firmicutes;Clostridia","Bacteria;Firmicutes;Desulfitobacteriia","Bacteria;Firmicutes;Desulfotomaculia","Bacteria;Firmicutes;Dethiobacteria","Bacteria;Firmicutes;Limnochordia","Bacteria;Firmicutes;NA","Bacteria;Firmicutes;Negativicutes","Bacteria;Firmicutes;Symbiobacteriia","Bacteria;Firmicutes;Syntrophomonadia","Bacteria;Firmicutes;Thermoanaerobacteria","Bacteria;Gemmatimonadota;BD2-11 terrestrial group","Bacteria;Gemmatimonadota;Gemmatimonadetes","Bacteria;Gemmatimonadota;Longimicrobia","Bacteria;Gemmatimonadota;S0134 terrestrial group","Bacteria;Halanaerobiaeota;Halanaerobiia","Bacteria;Methylomirabilota;Methylomirabilia","Bacteria;Myxococcota;bacteriap25","Bacteria;Myxococcota;Myxococcia","Bacteria;Myxococcota;Polyangia","Bacteria;NA;NA","Bacteria;NB1-j;NA","Bacteria;NB1-j;uncultured bacterium","Bacteria;Nitrospirota;Nitrospiria","Bacteria;Patescibacteria;Saccharimonadia","Bacteria;Planctomycetota;OM190","Bacteria;Planctomycetota;Phycisphaerae","Bacteria;Planctomycetota;Pla4 lineage","Bacteria;Planctomycetota;Planctomycetes","Bacteria;Planctomycetota;vadinHA49","Bacteria;Proteobacteria;Alphaproteobacteria","Bacteria;Proteobacteria;Gammaproteobacteria","Bacteria;RCP2-54;uncultured bacterium","Bacteria;SAR324 clade(Marine group B);uncultured bacterium","Bacteria;Spirochaetota;Leptospirae","Bacteria;Spirochaetota;Spirochaetia","Bacteria;Verrucomicrobiota;Chlamydiae","Bacteria;Verrucomicrobiota;Verrucomicrobiae"
"UG.GR.T1.BN.ER.4",0,0.0188571428571429,0,0,0,0,0.00285714285714286,0.000571428571428571,0,0.00914285714285714,0.181714285714286,0,0.00171428571428571,0,0.0925714285714286,0,0,0,0,0,0,0,0.00342857142857143,0.00171428571428571,0,0.00285714285714286,0.00114285714285714,0,0,0.00228571428571429,0.000571428571428571,0.00228571428571429,0,0,0.000571428571428571,0,0,0,0,0,0,0,0.000571428571428571,0,0,0.540571428571429,0.0108571428571429,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.00571428571428572,0.000571428571428571,0,0,0,0,0.00914285714285714,0.0217142857142857,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.0474285714285714,0.0297142857142857,0,0,0,0,0,0.00914285714285714
"UG.GR.T1.BN.ER.5",0,0.0102857142857143,0,0,0,0,0.00114285714285714,0.00114285714285714,0,0.00571428571428571,0.156571428571429,0,0.000571428571428571,0,0.0845714285714286,0,0,0,0.000571428571428571,0,0,0,0.00114285714285714,0,0,0.00228571428571429,0,0,0,0.00285714285714286,0,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590857142857143,0.00685714285714286,0,0,0,0,0,0,0,0,0,0,0.00914285714285714,0,0,0,0,0,0.0285714285714286,0.0125714285714286,0,0,0,0,0,0,0,0,0.000571428571428571,0,0.0457142857142857,0.0222857142857143,0,0,0,0,0,0.016
"UG.GR.T1.BN.ER.6",0,0.0137142857142857,0,0,0,0,0.00171428571428571,0,0.000571428571428571,0.00342857142857143,0.110857142857143,0,0,0.000571428571428571,0.0925714285714286,0,0,0,0,0,0,0.000571428571428571,0.000571428571428571,0.00171428571428571,0,0.00171428571428571,0,0,0,0.00228571428571429,0,0.00228571428571429,0,0,0,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0.000571428571428571,0.632,0.0125714285714286,0,0.000571428571428571,0,0,0,0,0,0,0,0.000571428571428571,0.00742857142857143,0,0,0,0.000571428571428571,0,0.0194285714285714,0.0222857142857143,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0417142857142857,0.0188571428571429,0,0,0,0,0,0.00914285714285714
"UG.GR.T1.BN.ER.7",0,0.00457142857142857,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0.00171428571428571,0.0331428571428571,0,0,0,0.016,0,0,0,0,0,0,0,0.000571428571428571,0.00114285714285714,0,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0.00114285714285714,0,0.000571428571428571,0,0.00228571428571429,0,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0.800571428571429,0.0417142857142857,0.00114285714285714,0,0,0,0,0.00457142857142857,0,0,0,0,0.00285714285714286,0,0,0,0,0,0.024,0.00628571428571429,0,0,0,0,0,0,0,0,0,0,0.0291428571428571,0.0222857142857143,0,0,0,0,0,0.00285714285714286
"UG.GR.T1.BN.ER.8",0,0.00685714285714286,0,0,0,0,0.000571428571428571,0,0,0,0.0405714285714286,0,0,0,0.0171428571428571,0,0.000571428571428571,0,0,0,0,0.000571428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0.00171428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.815428571428572,0.0245714285714286,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.008,0,0,0,0,0,0.0234285714285714,0.00457142857142857,0,0,0,0,0,0,0,0,0,0,0.0308571428571429,0.0188571428571429,0,0,0,0,0,0.004
"UG.GR.T1.BN.ER.9",0,0.00685714285714286,0,0,0,0,0.00114285714285714,0.000571428571428571,0,0.00114285714285714,0.147428571428571,0,0,0,0.04,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0.00114285714285714,0.000571428571428571,0,0.00114285714285714,0.00171428571428571,0.000571428571428571,0,0.00228571428571429,0.000571428571428571,0.00228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.0114285714285714,0.00114285714285714,0,0,0,0,0,0,0,0,0,0.0108571428571429,0,0,0,0,0,0.004,0.00514285714285714,0,0,0,0,0,0,0,0,0,0,0.0377142857142857,0.0205714285714286,0,0,0,0,0,0.00857142857142857
"UG.GR.T6.BNK.ER.1",0,0.0554285714285714,0.000571428571428571,0.000571428571428571,0,0,0.00514285714285714,0.00342857142857143,0,0.0125714285714286,0.177714285714286,0,0.000571428571428571,0,0.118285714285714,0.000571428571428571,0.000571428571428571,0,0,0,0,0,0.00228571428571429,0.00285714285714286,0,0.00171428571428571,0.000571428571428571,0,0,0.004,0.000571428571428571,0.00914285714285714,0.000571428571428571,0,0,0,0,0,0.00171428571428571,0,0,0,0,0,0.000571428571428571,0.310857142857143,0.0171428571428571,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0.0114285714285714,0,0,0,0,0.000571428571428571,0.012,0.0211428571428571,0.000571428571428571,0,0,0.00457142857142857,0,0,0.00171428571428571,0.00114285714285714,0,0,0.144,0.0674285714285714,0.000571428571428571,0,0,0,0.000571428571428571,0.00571428571428572
"UG.GR.T6.BNK.ER.10",0,0.0257142857142857,0,0,0,0,0.00628571428571429,0,0,0.00857142857142857,0.0982857142857143,0,0.00171428571428571,0,0.0794285714285714,0,0,0,0,0,0,0.000571428571428571,0.00228571428571429,0.00228571428571429,0,0.000571428571428571,0.00114285714285714,0,0,0.004,0.00114285714285714,0.00457142857142857,0.000571428571428571,0,0.000571428571428571,0,0.00228571428571429,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.531428571428571,0.0257142857142857,0.00171428571428571,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.012,0,0,0,0,0,0.0114285714285714,0.0177142857142857,0,0,0,0.00685714285714286,0,0,0.00114285714285714,0.000571428571428571,0,0,0.088,0.0514285714285714,0,0,0,0,0,0.00971428571428572
"UG.GR.T6.BNK.ER.11",0,0.0468571428571429,0,0,0,0,0.00628571428571429,0.00114285714285714,0,0.0102857142857143,0.115428571428571,0,0.00285714285714286,0.000571428571428571,0.0902857142857143,0.000571428571428571,0,0,0.00171428571428571,0,0,0.000571428571428571,0.00114285714285714,0.000571428571428571,0,0.000571428571428571,0,0,0,0.00342857142857143,0,0.00171428571428571,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0.00114285714285714,0.434285714285714,0.0245714285714286,0.000571428571428571,0.000571428571428571,0,0,0,0,0,0,0,0,0.0125714285714286,0,0,0,0,0,0.0114285714285714,0.0165714285714286,0.000571428571428571,0,0.00114285714285714,0.00228571428571429,0,0,0,0,0,0,0.12,0.08,0.000571428571428571,0,0,0,0,0.00914285714285714
"UG.GR.T6.BNK.ER.12",0,0.024,0.000571428571428571,0.00171428571428571,0,0,0.00228571428571429,0,0,0.008,0.0828571428571429,0,0.00114285714285714,0,0.0502857142857143,0.00114285714285714,0,0,0.00114285714285714,0,0,0.00171428571428571,0.00285714285714286,0.00114285714285714,0,0,0.00171428571428571,0.00114285714285714,0,0.00171428571428571,0.000571428571428571,0.004,0,0,0.00114285714285714,0,0,0,0.00114285714285714,0,0.000571428571428571,0,0,0,0,0.512,0.00971428571428572,0,0,0,0,0,0,0,0,0,0,0.0377142857142857,0.00342857142857143,0,0,0,0,0.0114285714285714,0.0194285714285714,0.000571428571428571,0,0,0.00857142857142857,0,0,0.00171428571428571,0,0,0,0.117714285714286,0.0742857142857143,0,0,0,0,0,0.0125714285714286
"UG.GR.T6.BNK.ER.13",0,0.0377142857142857,0.00114285714285714,0,0,0,0.00285714285714286,0.00285714285714286,0,0.012,0.153714285714286,0,0.00228571428571429,0,0.150285714285714,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0.004,0.00228571428571429,0.000571428571428571,0.000571428571428571,0,0,0.000571428571428571,0.00342857142857143,0,0.00457142857142857,0.000571428571428571,0,0.000571428571428571,0,0.00171428571428571,0,0.00114285714285714,0,0.000571428571428571,0,0,0,0,0.358285714285714,0.0234285714285714,0.00114285714285714,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0.000571428571428571,0.00114285714285714,0.0125714285714286,0.0171428571428571,0,0,0.000571428571428571,0.00228571428571429,0.000571428571428571,0,0,0,0,0,0.121142857142857,0.0491428571428571,0.000571428571428571,0,0,0,0,0.0148571428571429
"UG.GR.T6.BNK.ER.14",0,0.0165714285714286,0,0,0,0,0.00228571428571429,0.00171428571428571,0,0.0108571428571429,0.188,0,0.00114285714285714,0,0.0977142857142857,0.000571428571428571,0,0,0.00171428571428571,0,0,0.000571428571428571,0.00228571428571429,0.00228571428571429,0,0.00171428571428571,0.000571428571428571,0,0,0.00171428571428571,0,0.00171428571428571,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.470857142857143,0.0291428571428571,0,0,0,0,0,0,0,0,0,0,0.008,0.000571428571428571,0,0,0,0.000571428571428571,0.00971428571428572,0.0137142857142857,0.000571428571428571,0,0.000571428571428571,0.00114285714285714,0,0,0,0,0,0.000571428571428571,0.0811428571428571,0.0411428571428571,0,0,0,0,0,0.00971428571428572
"UG.GR.T6.BNK.ER.15",0,0.0308571428571429,0.000571428571428571,0,0,0,0.00628571428571429,0.00171428571428571,0,0.00514285714285714,0.118285714285714,0,0.000571428571428571,0,0.143428571428571,0,0,0,0.00171428571428571,0,0,0,0.00342857142857143,0.00285714285714286,0,0.00228571428571429,0,0,0,0.000571428571428571,0.000571428571428571,0.00342857142857143,0.00114285714285714,0,0.000571428571428571,0,0,0,0.00171428571428571,0,0,0,0.000571428571428571,0,0.000571428571428571,0.498857142857143,0.012,0.00114285714285714,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.0125714285714286,0.000571428571428571,0,0,0,0.00114285714285714,0.00857142857142857,0.0165714285714286,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.0811428571428571,0.0314285714285714,0.000571428571428571,0,0,0,0,0.00685714285714286
"UG.GR.T6.BNK.ER.2",0,0.0571428571428571,0,0,0,0,0.00342857142857143,0.00171428571428571,0,0.00971428571428572,0.182857142857143,0,0.000571428571428571,0,0.115428571428571,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0.00285714285714286,0.00228571428571429,0,0.000571428571428571,0.000571428571428571,0.000571428571428571,0,0.008,0.000571428571428571,0.00914285714285714,0.000571428571428571,0,0,0,0,0,0.00285714285714286,0,0,0,0.000571428571428571,0,0.000571428571428571,0.321142857142857,0.016,0.00171428571428571,0.000571428571428571,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0.000571428571428571,0.00685714285714286,0.0171428571428571,0,0,0.00171428571428571,0.00285714285714286,0.000571428571428571,0,0.000571428571428571,0,0,0,0.150857142857143,0.0537142857142857,0.00114285714285714,0,0,0,0.000571428571428571,0.00685714285714286
"UG.GR.T6.BNK.ER.3",0,0.0485714285714286,0,0.000571428571428571,0,0,0.00571428571428572,0.000571428571428571,0,0.016,0.190285714285714,0,0.00171428571428571,0,0.112571428571429,0,0,0,0.00114285714285714,0,0,0.000571428571428571,0.00228571428571429,0.00228571428571429,0,0.00114285714285714,0.000571428571428571,0,0,0.00342857142857143,0,0.00342857142857143,0.000571428571428571,0,0,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0.361714285714286,0.0205714285714286,0,0,0,0,0,0,0,0,0,0,0.00971428571428572,0,0,0.000571428571428571,0,0.00114285714285714,0.0131428571428571,0.0154285714285714,0,0,0,0.00114285714285714,0,0,0.000571428571428571,0,0,0,0.120571428571429,0.0525714285714286,0.00171428571428571,0,0,0,0.000571428571428571,0.008
"UG.GR.T6.BNK.ER.4",0,0.0405714285714286,0,0.00114285714285714,0,0,0.004,0.00114285714285714,0.000571428571428571,0.00971428571428572,0.148,0,0.000571428571428571,0,0.106857142857143,0,0.000571428571428571,0,0.00171428571428571,0,0,0.000571428571428571,0.000571428571428571,0.00171428571428571,0,0.00285714285714286,0.000571428571428571,0.000571428571428571,0,0.00228571428571429,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422857142857143,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0.0194285714285714,0,0,0,0,0,0.00914285714285714,0.0165714285714286,0,0,0,0.00228571428571429,0,0,0,0,0,0.000571428571428571,0.114857142857143,0.0582857142857143,0.000571428571428571,0,0,0,0,0.0102857142857143
"UG.GR.T6.BNK.ER.5",0,0.0314285714285714,0,0.000571428571428571,0,0,0.004,0.00171428571428571,0,0.012,0.217714285714286,0,0.000571428571428571,0,0.110857142857143,0.000571428571428571,0,0,0.00114285714285714,0,0,0,0.00342857142857143,0.00114285714285714,0,0.000571428571428571,0,0,0,0.00228571428571429,0,0.00457142857142857,0.00171428571428571,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.402285714285714,0.0205714285714286,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0.00857142857142857,0,0,0,0,0,0.00457142857142857,0.012,0.000571428571428571,0,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0.0885714285714286,0.0554285714285714,0,0,0,0.000571428571428571,0,0.00857142857142857
"UG.GR.T6.BNK.ER.6",0,0.0417142857142857,0,0,0,0,0.00571428571428571,0.004,0,0.0165714285714286,0.224,0,0.00114285714285714,0,0.176571428571429,0,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0.0108571428571429,0,0.000571428571428571,0,0.00114285714285714,0,0.00628571428571429,0,0.00971428571428572,0,0,0,0,0.000571428571428571,0,0.00285714285714286,0,0.000571428571428571,0,0,0,0,0.26,0.0137142857142857,0.00342857142857143,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.000571428571428571,0.0291428571428571,0.0114285714285714,0,0,0,0.00285714285714286,0,0,0.00114285714285714,0.00114285714285714,0,0,0.119428571428571,0.0371428571428571,0.00171428571428571,0,0,0,0,0.00628571428571429
"UG.GR.T6.BNK.ER.7",0,0.032,0,0,0,0,0.00342857142857143,0.00342857142857143,0,0.0131428571428571,0.226857142857143,0,0.00114285714285714,0,0.120571428571429,0,0,0,0.00114285714285714,0,0,0,0.00228571428571429,0.00285714285714286,0.000571428571428571,0.00171428571428571,0,0,0,0.00514285714285714,0,0.00628571428571429,0,0,0,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0.364571428571429,0.0137142857142857,0,0.000571428571428571,0,0,0,0,0,0,0,0,0.00971428571428572,0,0,0,0,0,0.00514285714285714,0.0177142857142857,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.114857142857143,0.04,0,0,0,0,0.000571428571428571,0.0102857142857143
"UG.GR.T6.BNK.ER.8",0,0.02,0.000571428571428571,0.000571428571428571,0,0,0.00342857142857143,0.0188571428571429,0,0.00628571428571429,0.149714285714286,0,0.000571428571428571,0,0.0565714285714286,0,0,0,0.00171428571428571,0,0,0.000571428571428571,0.00171428571428571,0,0.00114285714285714,0.00285714285714286,0.000571428571428571,0,0,0.00114285714285714,0.000571428571428571,0.00228571428571429,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.528571428571429,0.00285714285714286,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.0217142857142857,0.000571428571428571,0,0,0,0,0.00971428571428572,0.016,0,0,0,0.00228571428571429,0,0,0.00171428571428571,0,0,0.000571428571428571,0.0845714285714286,0.0502857142857143,0.000571428571428571,0,0,0,0,0.0102857142857143
"UG.GR.T6.BNK.ER.9",0,0.0565714285714286,0,0,0.000571428571428571,0,0.00514285714285714,0.00171428571428571,0.000571428571428571,0.016,0.165714285714286,0,0.000571428571428571,0,0.142285714285714,0.000571428571428571,0,0,0.000571428571428571,0,0,0.000571428571428571,0.00285714285714286,0.000571428571428571,0,0.00114285714285714,0,0,0,0.00457142857142857,0.000571428571428571,0.00971428571428572,0,0,0.000571428571428571,0,0.00285714285714286,0,0.000571428571428571,0,0,0,0.00114285714285714,0,0,0.296571428571429,0.0154285714285714,0,0,0,0,0,0,0,0,0,0,0.0194285714285714,0,0,0,0,0.00228571428571429,0.0131428571428571,0.0257142857142857,0,0,0,0.00514285714285714,0,0,0,0,0,0.00114285714285714,0.149142857142857,0.0491428571428571,0,0,0,0,0,0.00742857142857143
"UG.GR.T3.Nk.ER.1",0,0.0394285714285714,0,0,0.000571428571428571,0,0.00685714285714286,0.000571428571428571,0,0.0211428571428571,0.224,0,0,0.000571428571428571,0.173142857142857,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0.00171428571428571,0.00571428571428571,0,0,0.00114285714285714,0,0,0.00685714285714286,0.000571428571428571,0.0165714285714286,0.000571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.048,0,0.000571428571428571,0,0,0,0,0.000571428571428571,0,0,0,0.00685714285714286,0,0,0.00171428571428571,0.000571428571428571,0,0.0137142857142857,0.0257142857142857,0,0,0,0.00285714285714286,0,0,0.00114285714285714,0,0,0.000571428571428571,0.0988571428571429,0.0371428571428571,0.000571428571428571,0,0,0,0,0.00457142857142857
"UG.GR.T3.Nk.ER.10",0,0.0148571428571429,0,0,0,0,0.00228571428571429,0.00114285714285714,0,0.00628571428571429,0.116,0,0.00114285714285714,0,0.0897142857142857,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0.004,0.00114285714285714,0,0.000571428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0.00285714285714286,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0,0,0,0,0,0.00114285714285714,0.549142857142857,0.04,0.000571428571428571,0,0,0,0.000571428571428571,0.000571428571428571,0.000571428571428571,0,0,0,0.00628571428571429,0,0,0,0,0.000571428571428571,0.016,0.0257142857142857,0,0,0,0.00171428571428571,0,0,0.00114285714285714,0,0,0,0.0634285714285714,0.0394285714285714,0,0,0,0,0.00114285714285714,0.00857142857142857
"UG.GR.T3.Nk.ER.11",0,0.012,0.000571428571428571,0.000571428571428571,0.000571428571428571,0,0.00514285714285714,0.00114285714285714,0,0.0125714285714286,0.158857142857143,0,0.00171428571428571,0,0.0965714285714286,0,0.000571428571428571,0,0.000571428571428571,0,0,0.00114285714285714,0.00171428571428571,0.000571428571428571,0,0.00171428571428571,0,0,0,0.00114285714285714,0,0.00285714285714286,0,0,0.00171428571428571,0,0,0,0.00228571428571429,0,0,0,0.000571428571428571,0,0,0.441714285714286,0.0617142857142857,0,0.00114285714285714,0,0,0.000571428571428571,0,0.000571428571428571,0,0,0,0.00857142857142857,0,0,0,0.000571428571428571,0.00114285714285714,0.00742857142857143,0.0325714285714286,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0,0,0,0.0971428571428571,0.0314285714285714,0.000571428571428571,0,0,0,0.000571428571428571,0.00857142857142857
"UG.GR.T3.Nk.ER.12",0,0.0131428571428571,0,0,0,0,0.00857142857142857,0.00114285714285714,0.000571428571428571,0.0114285714285714,0.173142857142857,0,0.00285714285714286,0.000571428571428571,0.0982857142857143,0,0,0,0.000571428571428571,0,0,0,0.00228571428571429,0.000571428571428571,0,0.00114285714285714,0.000571428571428571,0,0.000571428571428571,0.00171428571428571,0,0.00228571428571429,0.000571428571428571,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.462285714285714,0.0445714285714286,0,0.000571428571428571,0,0,0.00114285714285714,0,0,0,0,0,0.0102857142857143,0,0,0.000571428571428571,0,0,0.0114285714285714,0.0222857142857143,0,0,0,0.00171428571428571,0,0,0.000571428571428571,0,0,0,0.0874285714285714,0.0297142857142857,0,0,0,0,0.000571428571428571,0.00571428571428571
"UG.GR.T3.Nk.ER.13",0,0.0131428571428571,0.000571428571428571,0,0,0,0.00342857142857143,0.000571428571428571,0.000571428571428571,0.0177142857142857,0.133142857142857,0,0.00228571428571429,0.000571428571428571,0.068,0,0,0,0,0,0,0.00114285714285714,0.00285714285714286,0,0,0,0,0,0,0.000571428571428571,0,0.00228571428571429,0,0,0.00171428571428571,0,0.000571428571428571,0,0.00114285714285714,0,0,0,0,0,0.00114285714285714,0.500571428571429,0.0657142857142857,0.000571428571428571,0.00114285714285714,0,0,0,0,0.00114285714285714,0,0,0,0.00628571428571429,0,0,0,0,0.000571428571428571,0.0142857142857143,0.0411428571428571,0,0,0.000571428571428571,0.00171428571428571,0,0,0,0.000571428571428571,0,0,0.0725714285714286,0.0348571428571429,0.00114285714285714,0,0.000571428571428571,0,0,0.00514285714285714
"UG.GR.T3.Nk.ER.14",0,0.00685714285714286,0,0.000571428571428571,0,0,0,0,0,0.00857142857142857,0.0502857142857143,0,0,0,0.0497142857142857,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0.00857142857142857,0,0,0,0.00114285714285714,0.000571428571428571,0,0,0,0.000571428571428571,0.00114285714285714,0,0,0,0.000571428571428571,0,0.000571428571428571,0.000571428571428571,0.000571428571428571,0,0,0,0.000571428571428571,0.668,0.0245714285714286,0.000571428571428571,0.000571428571428571,0,0,0.000571428571428571,0,0,0,0,0,0.00342857142857143,0,0.000571428571428571,0.00685714285714286,0,0,0.0394285714285714,0.0188571428571429,0,0,0,0,0,0,0,0,0,0.000571428571428571,0.0502857142857143,0.0485714285714286,0,0,0,0,0,0.00514285714285714
"UG.GR.T3.Nk.ER.15",0,0.016,0,0,0,0,0.00514285714285714,0.00228571428571429,0,0.00857142857142857,0.221714285714286,0,0.00228571428571429,0,0.137142857142857,0,0,0,0.000571428571428571,0,0,0.000571428571428571,0.00228571428571429,0.00228571428571429,0,0,0,0,0,0.00285714285714286,0,0.00628571428571429,0,0,0.00114285714285714,0,0,0,0.00228571428571429,0,0,0,0.000571428571428571,0,0,0.374857142857143,0.0422857142857143,0,0,0,0,0,0,0,0,0,0.000571428571428571,0.00742857142857143,0,0,0,0,0,0.0125714285714286,0.02,0.00171428571428571,0,0.00114285714285714,0,0,0,0,0,0,0,0.0977142857142857,0.0245714285714286,0,0,0,0,0,0.00514285714285714
"UG.GR.T3.Nk.ER.2",0,0.0365714285714286,0,0.000571428571428571,0,0,0.004,0.00114285714285714,0,0.0131428571428571,0.161142857142857,0,0.000571428571428571,0,0.0988571428571429,0,0,0,0.000571428571428571,0.000571428571428571,0,0,0.00285714285714286,0.00628571428571429,0,0.00171428571428571,0.000571428571428571,0,0,0.00571428571428572,0,0.00628571428571429,0,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0,0.404,0.0262857142857143,0.000571428571428571,0,0,0,0,0,0.00514285714285714,0,0,0,0.00914285714285714,0,0,0,0,0.000571428571428571,0.0137142857142857,0.0257142857142857,0,0,0.000571428571428571,0,0,0,0.000571428571428571,0.000571428571428571,0,0,0.125142857142857,0.0371428571428571,0.00171428571428571,0,0,0,0.000571428571428571,0.00685714285714286
"UG.GR.T3.Nk.ER.3",0,0.0245714285714286,0.000571428571428571,0.000571428571428571,0,0,0.004,0.000571428571428571,0,0.012,0.165142857142857,0,0.000571428571428571,0,0.0954285714285714,0,0,0,0.00171428571428571,0,0,0.000571428571428571,0.00285714285714286,0.00342857142857143,0,0.00171428571428571,0.00114285714285714,0,0,0.00114285714285714,0,0.00685714285714286,0.00228571428571429,0,0.000571428571428571,0,0,0,0.000571428571428571,0,0,0,0,0,0,0.452571428571429,0.0285714285714286,0,0.00114285714285714,0.000571428571428571,0,0,0,0,0,0,0,0.00514285714285714,0,0,0.000571428571428571,0,0,0.0182857142857143,0.02,0.000571428571428571,0,0,0.00228571428571429,0,0,0.00171428571428571,0,0,0.000571428571428571,0.101142857142857,0.0348571428571429,0.000571428571428571,0,0,0,0,0.00514285714285714
